Shortest distance over all runs
617.8748246156632

K-value,Crossover Rate,Mutation Rate,Elite Size,Population Size,Generations
3,1,0.1,5,75,1000

Run 1 Seed,Run 2 Seed,Run 3 Seed,Run 4 Seed,Run 5 Seed
run1,run2,run3,run4,run5

,Run 1 Best Overall Distance, Run 1 Best Overall Path,Run 2 Best Overall Distance, Run 2 Best Overall Path,Run 3 Best Overall Distance, Run 3 Best Overall Path,Run 4 Best Overall Distance, Run 4 Best Overall Path,Run 5 Best Overall Distance, Run 5 Best Overall Path
,647.514499992318,1 6 14 18 4 41 13 40 42 19 44 5 37 12 11 16 32 27 50 21 29 35 36 3 22 25 47 17 33 45 15 49 34 30 10 39 9 38 46 51 24 43 7 23 48 8 26 31 28 20 2 1 ,678.9206326395337,26 31 28 35 22 46 51 24 43 7 23 6 4 18 47 33 45 44 15 37 30 39 42 17 12 38 5 41 19 40 13 25 14 27 48 1 32 2 29 36 3 20 16 21 34 50 10 49 9 11 8 26 ,617.8748246156632,31 7 23 6 8 26 43 24 14 25 4 17 47 12 29 20 22 27 48 1 11 32 5 46 51 37 44 33 45 15 42 19 40 41 13 18 2 16 39 10 30 49 38 9 34 50 21 35 36 3 28 31 ,656.8303589486582,33 45 15 19 41 40 42 25 24 43 26 3 35 36 20 2 32 28 31 8 22 47 12 17 13 4 14 23 48 7 6 27 1 51 46 18 44 37 5 9 11 38 49 10 39 30 34 21 29 16 50 33 ,756.4024884510751,40 42 44 17 23 7 31 28 22 27 48 8 6 14 25 38 9 16 2 1 15 37 20 35 36 4 41 13 18 24 43 26 3 29 21 50 34 30 49 5 46 51 12 45 33 39 10 11 32 47 19 40 

Generation,Run 1 Best Fitness,Run 1 Average Fitness,Run 2 Best Fitness,Run 2 Average Fitness,Run 3 Best Fitness,Run 3 Average Fitness,Run 4 Best Fitness,Run 4 Average Fitness,Run 5 Best Fitness,Run 5 Average Fitness
0,1419.6919834191244,1625.743721444312,1419.6919834191244,1655.699606675031,1419.6919834191244,1640.946502293411,1419.6919834191244,1637.5222119636376,1419.6919834191244,1645.5229711997356,
1,1419.6919834191244,1633.5029978174948,1419.6919834191244,1662.212720798081,1419.6919834191244,1646.5617074805123,1419.6919834191244,1623.845077557129,1419.6919834191244,1633.0334995942594,
2,1419.6919834191244,1614.5772868964152,1419.6919834191244,1644.9935107102747,1389.7643770298662,1630.9459793178337,1395.45387849408,1618.169252315221,1353.3404293521903,1593.0950533910452,
3,1419.6919834191244,1591.1019131842086,1352.4110554124659,1608.879751165841,1374.6234891241093,1586.3158900561602,1342.3658958469423,1628.493082704626,1353.3404293521903,1592.2924574296624,
4,1419.6919834191244,1598.762661771513,1352.4110554124659,1611.0466269642288,1374.6234891241093,1580.9194489998417,1342.3658958469423,1612.0201217724616,1315.5660879705365,1585.733626547986,
5,1376.8088380547101,1586.316692483339,1352.4110554124659,1631.83108073121,1312.7792129225356,1590.8355616421109,1342.3658958469423,1616.4079736643637,1315.5660879705365,1590.925848552135,
6,1376.8088380547101,1607.6027885224244,1352.4110554124659,1621.4493395363315,1312.7792129225356,1583.92920932767,1342.3658958469423,1622.3724755089127,1315.5660879705365,1585.1787966361169,
7,1376.8088380547101,1598.329160866038,1352.4110554124659,1592.6358159454282,1312.7792129225356,1575.2027547946543,1342.3658958469423,1614.1568612255996,1315.5660879705365,1613.1210845326007,
8,1372.0243001278202,1596.251958111152,1343.1161511105563,1614.4243314089763,1312.7792129225356,1572.2859818394274,1342.3658958469423,1624.3106917378923,1315.5660879705365,1617.936625135612,
9,1334.7905160449939,1592.598620674188,1343.1161511105563,1601.220354075803,1312.7792129225356,1587.9865724551212,1342.3658958469423,1617.061567154702,1306.244208310049,1597.7331014988797,
10,1223.041306479709,1585.013534251,1343.1161511105563,1617.4939157770148,1312.7792129225356,1584.3604053794259,1342.3658958469423,1631.6292429380735,1285.263925180673,1555.1836301740752,
11,1223.041306479709,1610.0979655596036,1343.1161511105563,1639.9675724475096,1312.7792129225356,1594.5962441369293,1342.3658958469423,1609.599826339322,1285.263925180673,1559.6522042906154,
12,1223.041306479709,1598.4171598038292,1343.1161511105563,1633.0077259340917,1312.7792129225356,1583.1316648875502,1342.3658958469423,1611.84084535729,1285.263925180673,1610.4343606432017,
13,1223.041306479709,1586.1058986368498,1343.1161511105563,1614.6878586830273,1312.7792129225356,1610.0073566806077,1342.3658958469423,1602.4643645985952,1285.263925180673,1589.505363938929,
14,1223.041306479709,1599.8271104621372,1343.1161511105563,1614.8841106736363,1312.7792129225356,1623.5776854174878,1297.4381052157746,1589.4240242064532,1285.263925180673,1578.2459967185507,
15,1223.041306479709,1602.6298401558597,1343.1161511105563,1586.4219047250385,1312.7792129225356,1614.3483500220595,1297.4381052157746,1580.9290369111388,1285.263925180673,1574.6335359122995,
16,1223.041306479709,1609.6455692177187,1343.1161511105563,1582.2887464607772,1312.7792129225356,1586.6804569078465,1293.570776402697,1565.6911808117222,1285.263925180673,1556.3791954777207,
17,1223.041306479709,1620.6493684304767,1336.4678699661931,1596.2891213853643,1312.7792129225356,1594.6175026403857,1293.570776402697,1544.523812297996,1265.7475146979748,1542.1875639335497,
18,1223.041306479709,1588.711999250527,1336.4678699661931,1590.632291213119,1312.7792129225356,1588.9848609438977,1280.1660270032703,1533.7581792123026,1265.7475146979748,1538.9272021737772,
19,1223.041306479709,1587.2531941007278,1336.4678699661931,1583.5197844797813,1312.7792129225356,1590.2962453667965,1277.512001209716,1534.1357309980294,1265.7475146979748,1530.654190462987,
20,1223.041306479709,1572.0326067652725,1280.3523378383395,1535.8004692697439,1312.7792129225356,1567.6859341723605,1272.3520655096645,1531.4933365148827,1265.7475146979748,1516.0616031506531,
21,1223.041306479709,1555.0051920119827,1280.3523378383395,1550.3545157936474,1311.0600790625174,1559.40389188223,1195.7709104865764,1532.1667703637304,1265.7475146979748,1493.5297351755667,
22,1223.041306479709,1555.233587923428,1280.3523378383395,1561.4337177914522,1311.0600790625174,1555.727483363277,1195.7709104865764,1549.56928652573,1215.4557868698478,1448.671864704482,
23,1180.1524953889427,1537.335877585342,1280.3523378383395,1564.695875442676,1311.0600790625174,1561.6702207012497,1195.7709104865764,1538.7857478940607,1215.4557868698478,1452.2376087147431,
24,1180.1524953889427,1527.5094764285557,1280.3523378383395,1562.4828086072673,1311.0600790625174,1552.0531771222225,1195.7709104865764,1519.8455030214575,1215.4557868698478,1484.8368443253828,
25,1180.1524953889427,1528.1244435145802,1280.3523378383395,1560.1629141343515,1311.0600790625174,1551.321883012548,1195.7709104865764,1536.1845539504495,1215.4557868698478,1462.8749947713402,
26,1180.1524953889427,1507.0409810263748,1280.3523378383395,1548.2897236814006,1311.0600790625174,1556.24033810448,1170.6290747855576,1512.8240303101143,1215.4557868698478,1462.0913481218188,
27,1180.1524953889427,1477.4272067696447,1257.5513484541355,1569.0016027792747,1311.0600790625174,1583.9968844293376,1170.6290747855576,1494.8298938195676,1215.4557868698478,1471.2554637827445,
28,1180.1524953889427,1474.7581846159574,1257.5513484541355,1567.5380748638656,1311.0600790625174,1582.5266670225922,1170.6290747855576,1543.7647287895065,1215.4557868698478,1460.067247760559,
