Shortest distance over all runs
77.64880093725135

K-value,Crossover Rate,Mutation Rate,Elite Size,Population Size,Generations
3,1,0.1,5,75,1000

Run 1 Seed,Run 2 Seed,Run 3 Seed,Run 4 Seed,Run 5 Seed
run1,run2,run3,run4,run5

,Run 1 Best Overall Distance, Run 1 Best Overall Path,Run 2 Best Overall Distance, Run 2 Best Overall Path,Run 3 Best Overall Distance, Run 3 Best Overall Path,Run 4 Best Overall Distance, Run 4 Best Overall Path,Run 5 Best Overall Distance, Run 5 Best Overall Path
,77.64880093725135,6 7 9 11 5 15 14 13 12 8 18 4 17 2 3 22 1 16 21 20 19 10 6 ,77.8670759757299,16 1 18 4 17 2 3 22 8 15 5 11 9 6 7 20 21 10 19 12 13 14 16 ,79.68342207658316,20 21 10 9 11 5 15 16 1 18 4 17 2 3 22 8 14 6 7 13 12 19 20 ,83.08462769170559,16 18 4 17 2 3 22 1 8 5 11 9 6 15 14 7 10 19 20 21 12 13 16 ,91.50707063206168,9 6 7 14 16 3 2 17 8 13 12 19 10 20 21 1 22 4 18 15 5 11 9 

Generation,Run 1 Best Fitness,Run 1 Average Fitness,Run 2 Best Fitness,Run 2 Average Fitness,Run 3 Best Fitness,Run 3 Average Fitness,Run 4 Best Fitness,Run 4 Average Fitness,Run 5 Best Fitness,Run 5 Average Fitness
0,132.1300470275356,178.9872328532516,132.1300470275356,179.19591049461226,132.1300470275356,177.75010645312193,132.1300470275356,182.80241375885078,132.1300470275356,176.61376370869857,
1,132.1300470275356,177.35658231172226,132.1300470275356,179.72163675995543,132.1300470275356,179.9050740759003,132.1300470275356,178.0452715018947,130.923489155749,173.63273764477933,
2,132.1300470275356,179.6196705462275,132.1300470275356,176.69923237552274,132.1300470275356,179.16031763430843,132.1300470275356,172.80785761581015,130.923489155749,179.18960961740603,
3,132.1300470275356,179.68474281333073,132.1300470275356,178.20916378342815,132.1300470275356,180.6023724569052,132.1300470275356,179.3131436237039,130.923489155749,176.46213640390212,
4,127.79932949456034,178.62536355024514,132.1300470275356,179.53798905948722,129.337785220188,172.3355088475206,132.1300470275356,178.59215622633738,130.923489155749,176.3692158236399,
5,127.79932949456034,181.51169308208242,132.1300470275356,178.09795493378604,129.337785220188,175.1998061486063,129.11940686143498,176.10389189739544,126.64520974675747,175.120074461228,
6,124.3706190743702,175.2524230323056,132.1300470275356,179.13690496311543,129.337785220188,174.8208894257088,129.11940686143498,177.4996100457239,126.64520974675747,171.0700488687613,
7,124.3706190743702,176.61671151918065,132.1300470275356,177.45722915594732,129.337785220188,170.6055157994936,129.11940686143498,177.42494564897873,126.64520974675747,174.20410679719373,
8,124.3706190743702,174.72260190906516,132.1300470275356,174.99914646332095,129.337785220188,177.38417611290123,129.11940686143498,176.92247864833698,126.64520974675747,175.37032227176076,
9,123.9628731745736,175.94513219251854,132.1300470275356,180.4875885005542,128.83518345268854,173.14427697378596,128.652758008645,175.41488877445127,126.64520974675747,174.9111920280056,
10,123.9628731745736,178.6767648027768,132.1300470275356,174.4797059173252,128.83518345268854,177.00052063808516,128.652758008645,178.1267925590768,126.64520974675747,171.62850574911667,
11,123.9628731745736,177.3453865337571,132.1300470275356,178.0538659709626,128.83518345268854,175.4594812556915,128.652758008645,179.48253082775437,126.64520974675747,176.48599956064584,
12,123.9628731745736,177.39374501403105,128.57622222355542,176.00962947539253,128.83518345268854,172.56059281235196,128.652758008645,175.66678609146035,126.64520974675747,178.15971443502704,
13,123.9628731745736,174.416960346247,128.57622222355542,170.30964624075403,128.83518345268854,174.80210762100043,128.652758008645,175.97086339485972,126.64520974675747,180.54722479779673,
14,123.9628731745736,171.02444704735012,128.57622222355542,170.58455325831883,128.83518345268854,175.64626649747493,128.652758008645,175.29681389798566,126.64520974675747,180.3078043657051,
15,123.9628731745736,171.35224512145427,128.57622222355542,172.9653134329769,128.83518345268854,176.09575312559406,128.652758008645,176.37099396690087,126.64520974675747,176.82959296525794,
16,123.9628731745736,166.33811420525387,128.57622222355542,172.8192466156763,128.83518345268854,179.63502864483834,128.652758008645,178.7416989882464,126.64520974675747,177.3154731452143,
17,123.9628731745736,172.12199692030023,128.57622222355542,173.6575527717785,128.83518345268854,175.1324997058663,128.652758008645,175.56436250047798,126.64520974675747,177.17774094183883,
18,123.9628731745736,167.28313060130995,126.91905385147277,174.50481886453161,128.83518345268854,176.77948707629076,128.652758008645,173.53613897398344,126.64520974675747,180.63834970245105,
19,123.9628731745736,169.30769590261056,126.91905385147277,174.24942587794,128.83518345268854,172.8286233466481,128.652758008645,173.4904476355231,126.64520974675747,178.31338176645673,
20,123.9628731745736,170.06552282341798,126.91905385147277,175.3127863406584,128.83518345268854,173.620215631537,125.85383689676216,177.50235995823428,123.00141008058986,169.47118723625417,
21,123.9628731745736,173.56189626055846,126.91905385147277,176.62263687645725,128.83518345268854,173.77839838386663,125.85383689676216,175.87621265760654,123.00141008058986,175.9007859865707,
22,120.25460932692545,170.0484815121782,126.91905385147277,174.12891474721164,128.83518345268854,173.12358726503908,125.85383689676216,170.8590217781779,123.00141008058986,174.24173006961072,
23,120.25460932692545,169.22170699055084,120.46415989040939,173.1610665079422,128.83518345268854,174.95438406543335,125.85383689676216,169.06016088991805,123.00141008058986,175.7345766427829,
24,120.25460932692545,167.5428209978306,120.46415989040939,174.53694183675609,128.83518345268854,171.76876159191858,125.85383689676216,169.87903685121202,123.00141008058986,176.3534412515666,
25,119.91559797102583,168.04467913627823,120.46415989040939,173.47659238886718,128.83518345268854,172.68804879635624,109.07861482018424,166.9003705800735,123.00141008058986,175.63676988670466,
26,119.91559797102583,169.4684295531958,120.46415989040939,176.18326826839998,128.83518345268854,172.70728197558282,109.07861482018424,163.58030743827456,123.00141008058986,178.36510660461838,
27,119.91559797102583,167.36624491121063,120.46415989040939,177.59296412529312,128.83518345268854,174.24069927365275,109.07861482018424,167.71017539742618,123.00141008058986,175.60424822549282,
28,119.91559797102583,167.3271549099011,120.46415989040939,176.22496071723552,126.15141384950131,173.58988339894495,109.07861482018424,166.99018404512336,123.00141008058986,177.86982514440143,
29,119.91559797102583,172.72264024083384,120.46415989040939,175.34701482902318,126.15141384950131,174.55042681002732,109.07861482018424,170.6728212678616,123.00141008058986,175.89054563934047,
30,119.91559797102583,166.96862997814424,120.46415989040939,175.41760753000648,126.15141384950131,175.36106471446686,109.07861482018424,168.23002767069465,123.00141008058986,177.53806732693778,
31,115.36315391127982,166.49141379625118,120.46415989040939,172.1310633793196,122.2912971014549,175.53014831588703,109.07861482018424,167.83756780983293,120.58586024636378,171.86940453912968,
