Shortest distance over all runs
81.61700796601343

K-value,Crossover Rate,Mutation Rate,Elite Size,Population Size,Generations
3,1,0,5,75,1000

Run 1 Seed,Run 2 Seed,Run 3 Seed,Run 4 Seed,Run 5 Seed
run1,run2,run3,run4,run5

,Run 1 Best Overall Distance, Run 1 Best Overall Path,Run 2 Best Overall Distance, Run 2 Best Overall Path,Run 3 Best Overall Distance, Run 3 Best Overall Path,Run 4 Best Overall Distance, Run 4 Best Overall Path,Run 5 Best Overall Distance, Run 5 Best Overall Path
,89.81432744056809,6 5 15 12 7 19 11 9 10 3 2 17 4 18 22 8 1 16 14 13 21 20 6 ,88.56621914533551,9 21 20 19 6 5 15 13 12 14 16 22 2 3 17 4 18 8 1 7 10 11 9 ,90.315058639451,19 1 8 22 4 17 2 3 18 16 21 10 7 15 13 14 12 20 9 11 5 6 19 ,85.76607258326615,13 16 3 2 18 4 17 22 8 1 15 6 7 21 20 12 14 19 10 9 11 5 13 ,81.61700796601343,7 13 22 17 3 2 4 18 8 1 16 21 10 9 11 5 15 14 12 20 19 6 7 

Generation,Run 1 Best Fitness,Run 1 Average Fitness,Run 2 Best Fitness,Run 2 Average Fitness,Run 3 Best Fitness,Run 3 Average Fitness,Run 4 Best Fitness,Run 4 Average Fitness,Run 5 Best Fitness,Run 5 Average Fitness
0,133.14853260778614,178.43929732618804,132.27280687491523,176.6792627917816,132.27280687491523,182.2127280811857,132.27280687491523,175.76984450955104,132.1300470275356,177.66124492930282,
1,133.14853260778614,176.48646805290758,132.27280687491523,176.60793853087384,132.27280687491523,179.54016969448614,132.27280687491523,174.65948014139363,132.1300470275356,178.05319865250343,
2,133.14853260778614,174.1000140516253,132.27280687491523,175.7619037695796,132.27280687491523,174.9605104741524,132.27280687491523,178.78644091954087,131.0209101569968,174.5535813733986,
3,133.14853260778614,174.63517040171743,132.27280687491523,176.34119391573273,132.27280687491523,173.41249791380525,132.27280687491523,179.77045213430398,131.0209101569968,177.73856482132157,
4,133.14853260778614,178.35237735552872,124.15531228594944,177.9597585898599,132.27280687491523,180.0335899418941,132.27280687491523,177.61116654428744,131.0209101569968,175.14745137019645,
5,133.14853260778614,178.47907141064985,124.15531228594944,178.25588967628403,132.27280687491523,179.4591136914071,132.27280687491523,178.81352382077588,131.0209101569968,173.25835343357795,
6,133.14853260778614,179.28771194267685,116.27384708488518,172.96632592054164,132.27280687491523,180.2235109616933,132.09058468303954,178.8114891898234,131.0209101569968,178.61011800293295,
7,133.14853260778614,176.99641799749813,116.27384708488518,170.2195425324094,132.27280687491523,178.01758466240224,132.09058468303954,181.33748297251174,124.67868218076043,174.93282050051562,
8,133.14853260778614,177.5866109045376,116.27384708488518,177.00951765221646,132.27280687491523,174.06893554966257,132.09058468303954,177.32564623241797,124.67868218076043,174.94744240851148,
9,133.14853260778614,177.66711554666514,116.27384708488518,174.62597890418374,132.27280687491523,173.255087583797,131.9645886124886,175.61793942856906,124.67868218076043,173.85641842563302,
10,132.91569361303684,176.92653919009715,116.27384708488518,175.80287386646648,132.27280687491523,173.2296571845736,126.09581115863668,175.22122658131252,124.37878759912454,173.78178892998412,
11,132.91569361303684,174.61633628231473,116.27384708488518,174.71417112272243,132.27280687491523,174.31313123757562,119.91067006100434,171.86268795323426,124.37878759912454,177.76995899793417,
12,132.91569361303684,178.16460063505912,116.27384708488518,172.48326992208465,132.27280687491523,176.56300172713725,119.91067006100434,174.41149676924832,124.37878759912454,172.95093489304926,
13,132.91569361303684,177.33736235822414,116.27384708488518,173.49385009116446,121.13794247489143,174.48468797808235,119.91067006100434,172.43577631541882,124.37878759912454,172.0287336369447,
14,132.91569361303684,177.33050547182916,116.27384708488518,172.01589002061567,121.13794247489143,174.4747000261771,119.91067006100434,166.22563521903555,124.37878759912454,173.73436359427834,
15,132.91569361303684,177.20999211463126,116.27384708488518,175.4618058363067,121.13794247489143,171.99314868906885,119.91067006100434,170.65481432563743,124.37878759912454,173.3627917483236,
16,132.91569361303684,177.48977146576524,116.27384708488518,179.82582643171563,121.13794247489143,175.219842761532,119.91067006100434,173.59114783222162,119.19359664729689,171.04724947102912,
17,132.91569361303684,179.88758608229315,116.27384708488518,177.81736933939666,121.13794247489143,177.44184059449947,119.91067006100434,177.07077932683018,119.19359664729689,168.17437774514252,
18,132.91569361303684,180.71746123928165,116.27384708488518,178.55909988881166,121.13794247489143,173.9630792834234,119.91067006100434,172.83231635995074,119.19359664729689,168.3259575403227,
19,132.91569361303684,179.70086755122688,116.27384708488518,178.4604503490102,121.13794247489143,172.70473076832795,119.91067006100434,172.37161837807625,119.03787985130572,167.55337680345633,
20,132.91569361303684,179.44633586010514,116.27384708488518,172.6153016314241,121.13794247489143,173.2867898212593,119.91067006100434,175.04165245985382,119.03787985130572,166.39167459915302,
21,131.7240790508626,180.0401804623258,116.27384708488518,173.8097891782877,121.13794247489143,171.98315743471233,119.91067006100434,170.76107509664686,118.09809895835873,167.2866081172093,
22,131.7240790508626,182.57763001884507,116.27384708488518,173.95644006588316,121.13794247489143,174.07890662656195,119.91067006100434,171.50553429167178,113.53725590506582,159.85200220841688,
23,126.77482180153048,179.12622449922353,116.27384708488518,175.6756988837395,121.13794247489143,175.02302313117724,119.91067006100434,173.97747848091333,108.22541345340957,160.10355204376387,
